tenure_months,monthly_spend,orders_per_month,support_tickets,uses_discounts,app_sessions,churn
11,879.49,3,5,0,7,1
61,1226.73,2,2,0,11,0
56,1183.78,1,1,1,11,0
58,1669.07,4,3,1,10,0
15,2672.76,4,0,0,8,0
2,1018.55,4,1,0,14,0
65,1658.16,4,2,1,16,0
21,1152.39,1,1,1,9,0
47,2500.96,5,0,0,12,0
65,641.28,1,1,0,14,1
3,489.83,1,1,1,15,0
1,1608.39,3,1,1,8,0
1,2081.29,1,1,1,13,0
12,2427.47,0,1,0,10,0
4,1850.95,9,2,1,13,0
59,2366.78,1,0,0,11,0
44,1299.59,4,4,1,21,0
70,292.03,4,2,1,11,0
57,525.08,4,2,1,9,0
69,308.42,3,1,1,5,0
17,1121.04,9,1,0,15,0
21,1587.38,3,1,0,14,0
61,1197.69,7,1,0,14,0
18,1769.68,4,0,1,16,0
5,1545.71,7,1,1,12,1
48,2098.24,3,0,0,9,0
57,2067.49,3,4,1,8,0
69,1090.58,1,1,1,8,0
66,1169.4,2,2,1,13,0
9,1838.41,6,0,0,21,0
55,1870.01,7,2,0,13,0
61,1081.16,5,1,1,14,0
50,1124.89,5,2,0,9,1
59,2143.33,4,2,1,17,0
60,2012.75,5,0,0,12,0
32,578.14,1,4,1,18,1
3,1434.92,4,1,0,13,0
33,2699.58,7,0,1,5,0
15,301.66,4,5,1,12,0
9,2594.46,4,1,1,6,1
9,656.9,1,4,1,7,1
50,1620.3,4,1,1,14,0
36,1388.14,2,1,1,7,0
39,228.36,3,2,1,15,0
53,2763.11,3,1,0,10,0
39,1473.79,3,3,1,11,0
45,2871.95,4,1,1,10,0
7,1002.88,4,0,1,12,0
61,2625.57,2,0,0,12,0
32,2782.69,6,1,0,12,0
12,1759.13,2,1,0,13,0
58,767.5,1,0,0,10,0
53,2118.69,2,1,1,11,0
4,1737.14,3,0,1,14,0
14,2844.68,4,0,1,15,0
2,1429.96,3,1,0,10,1
20,951.84,3,2,0,11,0
8,587.2,5,0,1,11,0
51,2156.17,2,1,0,11,0
38,2927.51,2,0,0,15,0
70,279.36,3,0,0,10,0
54,2273.25,6,2,1,12,0
44,2795.41,3,0,1,13,0
37,409.39,2,1,0,10,0
4,508.48,0,2,0,8,0
5,2137.48,2,1,1,12,0
44,2014.3,1,2,1,10,1
1,392.72,2,1,1,11,0
4,2536.38,3,1,0,20,0
16,1665.59,2,1,1,8,0
63,2740.15,3,1,1,8,0
33,2658.37,3,3,0,13,0
51,2475.02,6,0,1,19,0
30,1644.52,3,4,0,10,1
13,904.79,2,3,1,16,1
27,1616.73,3,1,1,9,0
7,482.27,2,0,0,7,0
55,2044.77,4,1,0,12,0
14,575.14,1,0,0,8,0
27,1631.28,2,4,0,6,0
70,352.27,2,3,0,8,0
43,1038.63,3,3,1,20,0
33,849.83,3,2,0,13,0
39,1936.09,1,0,0,16,0
56,2403.0,2,0,0,15,0
19,360.45,4,1,1,13,1
46,2580.79,1,1,0,9,0
62,2610.15,3,0,0,14,1
41,1158.35,1,3,1,12,0
32,2045.21,2,0,0,10,0
11,1327.32,5,0,1,13,0
18,631.73,2,0,0,16,0
68,1680.25,4,0,1,11,0
39,441.81,3,1,0,18,0
22,2659.72,1,2,0,14,0
30,2788.01,1,2,1,11,0
42,2500.52,2,2,1,8,0
39,1775.08,4,2,1,9,0
50,1761.28,1,4,1,10,1
19,2956.9,2,1,0,9,1
47,894.12,2,0,1,12,0
32,412.66,2,1,0,11,0
67,1773.43,1,3,0,7,0
12,1120.6,2,1,0,13,1
11,1102.55,2,1,1,10,0
33,219.84,2,2,1,18,0
37,1869.47,5,1,0,19,0
50,939.29,2,2,1,15,0
29,726.0,10,0,0,13,0
65,313.21,2,1,1,14,0
34,1220.21,3,1,0,13,0
10,2661.11,1,2,1,14,0
9,1142.68,2,2,0,20,1
70,2101.41,3,1,0,13,0
10,2318.33,3,3,1,10,0
68,1118.68,1,2,1,11,0
20,2500.59,6,1,1,10,1
7,2137.26,0,0,1,17,0
22,1765.88,3,2,1,13,0
44,202.78,2,0,0,9,0
31,298.25,4,1,1,13,0
56,2974.42,2,2,0,8,0
44,2390.39,1,1,1,10,0
29,2825.18,2,1,1,13,0
46,2726.45,3,0,1,5,0
69,257.24,6,0,0,16,0
30,2417.17,4,1,1,12,0
11,1463.21,2,2,0,14,0
30,2410.76,2,1,0,13,0
60,218.8,3,1,0,17,0
16,1006.96,3,1,0,10,0
68,2303.71,2,4,1,17,0
42,2420.46,2,1,0,10,0
43,1935.2,6,0,1,9,0
23,1043.52,4,2,1,16,0
66,1069.02,4,3,1,12,0
3,2906.94,1,1,1,10,1
22,1429.79,2,0,0,16,0
30,1451.95,7,2,0,8,0
34,1746.53,2,0,0,10,0
34,1346.61,3,0,1,16,0
11,1747.48,2,1,0,6,0
17,1410.54,5,2,1,9,0
7,2514.8,4,2,1,15,1
41,2745.34,1,3,0,11,0
25,2809.91,0,1,0,12,1
41,1780.03,6,2,1,17,1
42,1438.02,2,1,0,16,0
50,2174.67,1,1,1,13,0
39,2547.31,1,2,0,17,0
47,1776.35,3,1,0,11,0
42,2159.95,6,1,1,4,0
47,2299.24,1,1,0,10,0
44,2093.9,1,2,1,16,0
23,2289.17,0,0,1,11,0
18,784.21,5,3,1,22,1
56,1595.45,2,1,0,17,0
25,1847.15,5,1,0,12,0
39,206.94,0,0,0,10,0
14,2596.7,0,0,0,4,0
31,1908.07,2,0,1,7,0
38,561.58,0,0,0,18,0
45,2485.8,5,1,0,10,0
38,2207.76,4,3,1,9,0
26,2323.24,4,1,0,12,0
69,1297.72,1,2,1,14,0
37,2591.77,3,2,1,15,0
58,1359.28,2,0,0,9,0
53,1797.43,1,4,1,10,0
40,201.8,3,0,0,11,0
63,2005.64,3,3,0,6,0
10,2210.89,1,1,0,14,0
66,1787.91,1,1,0,12,1
61,1590.36,4,0,0,15,0
36,2467.82,0,0,0,6,0
53,2107.84,5,2,1,11,0
37,978.61,2,1,0,8,1
20,2885.41,3,5,1,10,0
57,2180.35,4,1,1,14,1
18,2966.23,3,3,0,12,1
23,2919.53,2,1,0,8,0
37,2772.95,6,1,0,17,0
60,2315.04,2,0,0,16,0
28,1906.4,3,1,0,13,0
36,682.08,6,0,1,13,0
3,1721.38,1,1,0,13,0
9,2343.05,4,1,1,13,0
4,1658.4,2,0,0,12,1
6,2631.07,3,1,1,8,0
62,507.04,2,1,1,7,0
60,1266.63,2,1,0,10,0
59,1616.7,1,0,0,12,0
4,1410.51,1,3,0,9,1
6,504.04,3,1,1,16,0
20,629.88,1,3,1,10,0
41,2545.33,3,0,1,12,0
24,1556.28,4,2,1,11,0
35,336.42,5,2,1,11,0
13,246.18,2,1,1,17,0
52,1525.73,5,0,1,7,0
23,660.26,3,0,0,14,0
5,2174.35,4,1,0,12,0
53,2426.91,3,3,1,8,0
65,839.23,3,0,1,12,0
2,1858.1,4,2,1,12,0
32,632.45,6,0,1,19,0
59,1050.03,3,3,0,10,0
51,2688.63,3,1,1,9,0
61,1723.47,5,1,0,11,0
30,2680.49,2,0,1,12,0
27,830.69,4,1,0,15,0
51,1124.07,4,1,1,9,0
11,1518.67,4,2,1,13,0
17,1544.22,2,1,1,9,0
43,2993.41,1,1,0,12,0
48,520.45,3,1,1,10,0
9,2585.5,1,0,0,8,1
37,2618.31,6,0,1,12,0
26,1748.96,3,1,1,9,0
36,1163.3,1,0,1,8,0
69,1653.83,4,1,1,19,0
6,1018.91,6,0,0,10,0
71,2437.5,5,2,0,10,0
32,1595.18,2,0,0,11,0
55,2792.36,3,2,1,14,0
31,1943.54,6,2,1,12,0
23,1640.09,3,2,0,11,0
55,2190.99,2,3,0,8,0
49,1611.01,2,1,1,16,0
11,2732.62,2,1,0,10,0
51,716.45,3,0,1,12,0
54,2925.38,0,1,1,8,0
28,2474.13,3,1,1,11,0
66,2610.05,4,2,1,15,0
46,1552.14,3,1,1,12,0
24,2544.16,4,2,0,11,0
1,1058.97,3,0,1,12,0
48,2333.45,4,1,0,21,0
15,593.26,4,1,1,11,0
54,1059.75,8,0,0,8,0
38,1448.05,0,1,1,9,0
34,1102.5,5,3,0,7,0
12,1283.65,2,4,1,10,1
51,2496.29,1,0,1,13,0
12,918.69,1,1,1,11,0
30,2286.79,4,1,0,16,0
60,406.39,2,3,1,12,0
66,2344.07,6,0,1,16,0
71,2417.67,2,0,1,8,0
69,1324.76,1,1,0,8,0
40,2222.94,3,1,0,22,1
15,2762.39,3,3,0,9,0
60,2442.0,6,2,1,8,0
57,1293.25,2,2,0,12,0
71,1555.8,0,1,0,15,0
47,2382.2,2,2,0,8,0
11,1019.26,3,1,0,20,1
36,2450.87,0,1,1,9,0
32,1118.6,6,0,1,6,0
60,2456.77,3,1,1,14,0
28,443.04,2,0,1,12,0
24,324.31,1,0,1,14,0
6,2993.49,2,0,0,11,0
60,2634.48,2,2,1,13,0
54,2671.97,3,2,1,16,0
3,2863.58,8,0,0,7,0
31,1427.29,10,0,0,16,0
35,1003.14,5,2,0,11,0
34,564.07,3,0,1,10,0
66,1603.39,6,0,0,17,0
11,816.14,2,1,0,13,0
22,2819.54,2,2,1,11,0
13,211.21,4,0,1,12,0
18,600.95,5,1,0,13,0
65,890.13,2,2,1,10,0
67,757.08,2,0,0,13,0
4,832.18,2,3,1,16,0
45,2036.93,3,2,0,6,0
17,1117.03,2,0,0,7,1
14,1922.07,1,5,0,18,1
21,2692.72,4,1,1,15,0
14,1887.16,2,0,1,8,0
35,2144.69,1,0,1,15,0
71,1223.41,4,0,0,12,0
42,647.27,2,0,0,10,0
52,1097.64,1,6,1,9,1
36,2899.99,4,0,0,17,0
1,1941.07,2,2,1,10,0
6,977.03,3,1,1,15,0
20,1462.56,2,0,1,11,0
18,2539.44,2,2,0,6,0
60,2071.64,2,1,0,19,0
60,1769.83,2,2,0,19,0
61,2678.46,2,5,1,11,0
46,2082.83,5,2,0,6,0
40,1999.64,3,0,0,13,0
47,731.35,5,0,0,10,0
29,497.89,3,0,0,9,0
48,2902.4,3,1,1,13,1
57,1876.8,3,1,1,15,0
55,1363.91,1,0,1,15,0
44,1849.26,5,2,0,14,0
5,373.07,3,1,1,8,1
52,2501.96,2,1,0,15,0
27,806.61,3,1,0,14,0
53,2452.73,2,0,1,8,0
39,1696.26,4,2,0,8,0
63,974.4,6,2,0,10,0
25,284.59,2,1,0,13,0
67,2484.33,3,2,0,6,0
60,694.09,3,0,1,16,0
24,345.05,3,0,1,15,0
35,2316.46,4,1,1,10,0
38,1180.12,2,1,0,10,0
55,1290.14,0,1,1,9,0
49,891.79,3,1,0,17,0
61,2605.7,4,2,0,12,0
27,1032.52,3,2,1,13,1
36,788.54,5,3,0,15,0
31,1065.9,3,0,1,9,0
65,768.82,7,3,1,10,0
22,1089.43,3,1,1,13,0
42,432.22,1,1,0,11,0
9,643.88,3,2,1,14,0
61,1367.75,4,1,0,10,0
28,2662.51,4,2,1,6,0
25,360.41,3,1,0,15,0
42,795.49,1,0,0,17,0
36,2743.37,5,1,0,15,0
61,2692.04,5,4,1,14,0
38,2102.46,5,1,0,7,0
37,873.33,1,1,0,15,0
8,1375.47,1,2,0,9,0
2,791.42,2,2,0,10,1
29,560.05,1,3,1,6,0
71,1264.0,1,0,0,13,0
66,1812.3,1,0,1,16,0
45,1207.81,7,2,1,9,0
45,1910.31,2,0,0,16,0
28,1029.51,2,1,1,14,0
13,1168.38,3,1,0,8,0
1,2413.89,5,2,0,15,0
25,2659.28,2,1,1,12,0
23,1101.7,1,2,1,11,1
14,1800.24,5,2,1,16,1
19,978.85,3,2,1,17,0
2,349.34,4,1,1,14,0
44,2266.0,6,1,0,16,0
66,678.81,1,2,0,13,0
50,1392.0,2,1,1,13,0
32,1563.73,1,1,1,9,0
30,716.52,1,1,0,14,0
22,464.75,3,1,1,15,0
11,1174.44,3,1,1,12,0
43,2866.4,2,2,0,16,0
41,1922.38,2,0,0,12,0
1,1267.95,1,0,0,9,0
30,308.95,6,0,0,10,0
20,1880.77,4,1,1,12,0
13,458.32,6,0,0,13,0
50,1719.12,4,0,1,12,0
38,2305.46,1,2,0,6,0
45,1386.04,3,1,0,8,0
51,1038.35,4,1,0,13,0
70,332.68,3,1,1,15,0
57,269.38,5,3,1,13,0
45,1404.07,3,1,0,14,0
63,2673.37,2,2,1,19,0
34,883.38,2,0,1,15,0
70,1807.36,4,1,1,15,0
55,2116.06,1,2,0,12,0
47,370.32,1,1,1,17,0
65,628.68,4,2,0,11,0
37,1127.58,3,2,1,5,1
52,2076.26,2,0,0,12,0
21,1429.3,4,0,0,8,0
69,2255.75,5,0,0,13,0
45,2629.27,5,2,1,10,0
56,2323.44,2,1,1,16,0
33,2978.29,2,0,0,21,0
62,2312.21,0,2,1,7,0
6,2586.1,1,4,0,17,1
9,2530.63,3,2,0,20,0
37,2244.74,4,0,0,10,0
53,2445.05,2,2,0,13,0
58,2817.11,5,2,0,11,0
32,1530.58,1,0,0,11,0
47,1987.2,2,2,0,21,0
40,1641.83,7,1,0,11,0
69,2582.9,4,0,0,14,0
47,1407.81,5,0,1,17,0
30,2495.23,2,0,0,9,0
69,2438.19,2,1,0,14,0
8,2893.28,1,0,0,10,0
70,896.98,6,1,0,6,0
11,2186.93,3,2,1,15,0
21,2319.37,0,3,1,12,0
59,2821.58,5,0,0,5,0
53,2739.33,3,2,1,9,0
69,1805.87,5,1,0,20,0
54,1821.63,3,1,0,13,0
46,668.42,3,1,1,16,0
25,2929.9,1,6,1,19,1
1,914.05,3,1,1,18,0
9,2229.26,2,0,0,6,0
22,2428.23,1,1,1,14,1
3,1435.4,0,1,1,9,0
37,791.34,7,0,0,11,0
56,729.09,2,0,0,19,0
69,2598.19,3,0,0,7,0
35,1630.12,1,0,0,13,1
63,452.38,5,1,0,10,0
70,2207.65,2,2,0,8,0
62,900.48,2,1,0,11,0
34,2653.91,2,0,1,6,0
24,1066.8,4,2,1,14,0
70,760.76,2,1,1,10,0
18,437.6,4,0,1,7,0
30,1632.29,2,0,1,10,0
6,1462.07,3,1,1,15,0
57,2303.67,1,1,1,8,0
47,1500.89,2,0,1,6,0
7,1162.68,3,0,1,24,1
16,932.63,5,3,0,14,0
40,978.81,1,0,1,7,0
39,2797.97,4,0,1,7,0
57,662.22,1,3,0,22,0
19,2966.89,5,2,0,13,0
66,1115.37,1,1,0,14,0
32,447.49,2,2,0,13,0
59,896.33,4,3,1,17,0
17,363.56,4,0,1,7,0
3,2412.08,4,3,1,15,0
4,1635.15,4,2,0,10,1
27,1143.56,4,0,1,14,0
68,2053.74,1,0,1,12,0
4,1965.81,6,1,1,17,0
27,2831.64,7,1,0,13,0
8,2891.53,1,2,1,10,1
67,2105.91,6,0,0,14,0
48,2489.88,2,2,0,12,1
55,2418.79,5,1,1,13,0
51,1575.65,6,3,1,16,0
47,2172.48,4,0,0,17,0
55,419.13,1,0,1,15,0
1,2322.46,1,2,1,11,0
62,2893.13,5,2,1,11,0
53,437.93,3,0,0,12,0
53,2541.12,2,2,1,15,0
28,2812.34,2,0,1,6,0
57,833.33,3,0,0,13,0
28,1669.47,4,1,1,16,0
4,2798.0,3,1,1,10,0
65,2888.63,1,2,0,13,0
17,558.07,4,2,0,11,0
8,1177.21,2,2,0,9,0
45,2154.8,2,1,1,11,0
17,820.36,3,1,0,9,0
61,1109.36,1,1,1,4,0
32,265.21,3,1,0,11,0
1,629.86,4,1,0,13,1
68,1774.52,6,0,0,15,0
37,2028.65,5,0,0,6,0
19,2016.95,2,2,0,13,0
49,2379.41,4,3,0,15,0
38,1362.79,3,3,1,7,0
3,965.77,2,1,1,11,0
54,243.63,0,3,0,15,0
29,778.56,2,3,0,8,0
50,1074.69,5,0,0,14,0
64,698.98,5,5,1,12,0
44,256.4,3,0,1,15,0
48,640.85,3,0,1,13,0
19,2065.08,3,3,0,9,0
17,1962.84,3,2,0,14,1
30,2819.91,4,2,1,8,0
61,2434.87,5,2,1,18,0
38,1789.72,1,2,1,21,0
25,585.16,2,2,1,10,0
56,1779.4,3,1,0,13,0
61,372.47,1,0,1,11,0
65,1406.48,1,0,1,10,0
22,1292.72,2,2,0,11,0
51,1397.88,4,1,1,10,0
42,983.51,5,3,1,15,0
32,2120.33,1,2,1,12,0
29,2554.64,3,1,1,12,0
9,2351.85,4,2,1,8,0
20,1957.71,2,0,1,12,0
40,1707.37,6,2,1,17,0
63,287.04,2,0,0,12,0
62,2224.22,4,2,1,20,0
14,1725.95,1,1,1,13,0
49,958.07,4,0,0,12,0
7,1117.96,2,2,1,10,0
48,2819.7,1,1,1,8,0
25,1948.21,1,1,1,11,0
32,1532.55,2,1,1,11,0
51,1938.58,5,2,1,14,0
31,1358.48,2,2,1,17,0
58,1516.51,1,3,0,13,1
38,1012.87,4,0,1,10,0
71,1431.59,2,0,1,13,0
46,2119.66,2,3,0,12,0
22,311.84,3,0,0,11,0
56,2426.08,4,0,0,11,0
29,992.34,2,1,1,15,0
38,2111.17,0,1,1,10,0
10,1999.63,4,0,1,17,0
9,2027.36,2,0,1,15,0
41,1902.76,5,1,1,12,0
14,2885.49,5,2,1,19,0
71,1623.36,2,1,1,12,0
61,2250.49,3,4,1,9,0
50,2175.26,4,1,1,11,0
53,861.55,4,1,1,8,0
43,993.26,2,0,0,12,0
5,1387.25,5,2,1,10,0
28,977.55,4,2,1,7,0
36,1226.88,3,4,0,13,0
65,1294.69,1,2,1,7,0
16,1890.82,5,1,1,12,0
36,815.69,3,2,1,7,0
25,2452.02,5,1,0,10,0
10,1425.1,2,1,0,14,0
8,2177.48,2,2,0,11,0
26,428.04,3,1,0,14,0
6,1515.9,4,0,0,12,0
5,279.01,6,0,0,10,0
25,2092.55,1,2,1,19,0
15,1162.39,1,1,0,11,0
40,2857.91,2,1,0,13,0
2,1107.55,1,3,0,6,1
22,1778.66,3,0,0,11,0
33,920.69,2,0,0,9,0
69,1936.32,3,2,0,17,0
46,1507.72,3,0,1,12,0
63,1237.76,3,0,0,13,0
25,770.33,5,2,1,18,0
32,512.26,5,2,1,13,0
30,535.66,5,0,0,8,0
64,2997.31,1,0,0,15,0
69,1354.47,3,0,1,11,0
69,205.4,3,2,0,13,0
54,2868.2,1,1,0,16,0
36,255.94,2,1,0,7,0
39,1372.04,1,1,0,19,0
70,2208.94,1,2,0,9,0
21,2760.88,1,1,1,12,0
25,2196.08,3,0,0,9,0
64,1498.15,3,1,1,13,0
28,2928.44,6,1,1,10,0
17,310.09,2,0,0,14,0
40,2963.3,2,2,1,11,0
24,2578.3,0,1,1,15,0
64,2801.0,3,0,0,17,0
65,913.36,4,1,0,12,0
22,598.88,2,2,1,15,0
38,2057.28,3,1,0,8,0
70,1644.41,1,1,0,11,0
53,1664.87,6,1,0,6,0
16,2788.93,4,0,1,8,0
42,1936.23,3,0,0,15,0
45,1070.98,5,1,1,15,0
47,1320.19,3,1,1,10,0
2,573.79,2,1,1,15,0
22,738.48,5,0,1,11,0
61,601.38,1,1,0,8,0
18,2468.82,1,0,0,16,0
22,2173.65,2,1,0,17,0
23,1684.97,4,3,1,10,0
13,1248.23,4,1,0,7,1
12,2071.78,2,1,1,12,0
25,2476.13,4,0,1,13,0
63,2667.45,2,0,0,11,0
1,1731.65,3,1,1,10,0
21,2495.68,3,1,1,12,0
5,1631.66,3,1,1,11,1
40,1528.68,6,0,1,7,0
18,2623.21,2,1,1,16,0
57,1281.85,0,2,0,10,0
42,1308.56,2,0,0,18,0
56,1053.75,2,0,1,20,0
46,1652.36,2,1,1,12,0
32,1725.58,4,1,1,14,0
62,2049.29,2,1,1,10,0
34,1405.41,4,2,0,11,0
68,809.94,2,0,1,17,0
71,2627.16,1,1,0,13,0
42,1168.8,2,2,0,12,0
48,2784.24,3,0,1,8,1
19,780.59,3,4,1,20,0
58,1768.16,2,1,1,13,0
48,1702.52,3,0,1,11,0
65,2520.21,5,3,0,13,0
19,588.78,3,3,0,15,0
56,2747.82,6,1,1,8,0
34,1688.0,2,4,0,7,0
14,1841.11,3,2,0,10,0
13,1628.47,5,3,0,10,1
40,300.87,2,1,1,17,0
23,1591.85,1,5,1,15,0
8,937.94,2,1,1,6,0
31,1159.53,5,1,1,17,0
47,2017.48,1,2,0,6,0
23,1593.55,3,3,0,15,0
68,461.01,2,1,1,9,0
56,404.52,3,3,1,17,0
37,719.84,2,1,0,11,0
67,734.48,4,1,1,11,0
31,1903.24,5,0,1,13,0
10,697.88,4,0,1,12,0
3,2668.81,9,3,1,11,0
67,787.33,2,2,1,11,0
69,455.17,2,2,1,10,0
53,2652.09,7,1,1,7,0
8,1026.92,2,0,1,9,1
21,1391.18,3,1,1,12,0
3,2885.27,2,1,0,13,0
4,2844.23,3,0,1,12,1
18,2201.77,1,1,0,10,1
41,393.03,6,0,0,7,0
5,1861.35,3,1,0,15,0
70,2969.42,3,1,0,15,0
33,2851.37,2,1,1,15,0
19,496.81,1,2,1,20,0
37,1308.71,1,1,1,14,0
57,1083.5,5,2,0,6,0
23,563.24,6,0,1,8,0
4,2145.44,1,3,0,13,0
4,966.78,1,3,0,13,1
61,1165.62,0,1,1,14,0
8,453.0,3,1,1,9,0
46,1594.31,4,0,1,9,0
28,642.87,1,0,0,15,0
56,1409.85,7,1,0,12,0
5,601.36,2,2,1,13,0
64,2870.78,4,2,0,7,0
50,605.95,5,0,0,13,0
32,1661.28,2,0,1,13,0
15,751.54,2,1,0,15,1
70,413.81,3,1,1,8,0
22,766.46,3,1,1,11,0
35,353.37,2,2,0,9,0
28,590.31,2,3,0,18,0
17,1581.76,3,0,1,18,0
30,2025.08,5,3,1,17,0
11,444.55,3,2,0,16,0
1,1434.85,6,1,1,19,0
21,1827.49,2,1,0,12,0
8,855.83,2,3,0,8,1
30,1241.82,3,0,1,12,0
62,401.14,3,1,0,11,0
12,816.37,4,1,0,7,0
1,1506.91,3,1,0,8,1
8,2973.24,1,1,0,6,1
37,2989.54,4,1,1,16,0
20,2942.94,2,4,1,9,1
35,1384.64,3,1,0,13,0
3,425.91,2,1,0,12,0
24,1106.01,5,2,0,11,0
30,865.6,1,0,1,12,0
31,239.55,3,0,0,10,0
40,466.65,5,3,0,9,0
56,1468.94,3,0,1,25,0
34,1151.05,3,0,1,12,0
60,704.99,2,1,0,13,0
38,2205.08,3,3,1,17,0
19,1199.92,4,0,0,20,0
17,2585.23,3,1,1,16,0
23,874.74,5,0,0,10,0
43,1707.5,1,1,1,15,0
18,715.59,2,0,1,13,0
65,1586.84,2,2,1,8,0
35,626.91,3,1,1,8,0
62,652.42,4,2,1,11,0
49,1914.23,2,1,0,13,0
24,938.6,3,0,1,12,0
17,682.63,2,1,1,8,0
53,2803.35,1,0,1,9,0
24,320.41,5,1,0,11,0
18,1782.41,1,1,0,8,0
67,1735.14,2,4,1,15,0
35,901.7,3,5,1,12,0
4,1467.76,3,2,0,12,0
36,445.67,7,0,1,9,0
33,2219.56,3,1,0,11,0
62,820.75,6,0,1,15,0
51,741.48,3,1,1,12,0
14,1081.66,3,0,0,9,0
11,2726.64,2,2,0,8,1
43,2430.11,2,1,0,8,0
4,2851.3,1,3,1,8,0
23,2025.49,5,5,0,13,1
10,2056.18,3,0,0,13,0
2,1544.09,1,0,1,7,1
66,2734.52,5,0,0,11,0
7,1630.46,5,0,1,8,0
1,1194.17,4,0,1,12,0
67,1993.05,0,2,1,13,0
14,1729.19,2,2,0,15,0
58,547.26,2,0,1,14,0
3,1299.63,1,3,0,9,1
11,1077.31,3,2,0,13,0
8,2571.13,3,2,0,16,0
51,1260.76,2,1,1,11,0
45,2500.35,3,2,0,4,0
34,1438.69,5,1,1,14,0
18,2309.8,6,0,1,11,0
7,578.79,4,0,0,10,0
41,2789.02,1,2,1,13,0
17,1545.57,1,3,1,15,1
42,927.44,0,1,1,11,0
49,876.17,2,1,1,15,0
61,942.22,3,2,1,13,0
36,1226.83,0,3,1,8,0
1,2209.05,2,1,0,4,0
20,2858.89,2,1,1,14,0
61,2073.3,2,1,1,13,0
38,1732.07,2,2,0,12,1
44,1456.07,2,3,1,9,0
33,2518.94,1,1,1,9,0
12,2579.04,2,2,0,13,1
64,1020.51,4,0,1,7,0
55,2869.58,3,0,1,11,0
71,1306.32,6,3,1,5,0
61,2440.22,1,0,0,10,0
21,2907.1,7,0,0,14,0
19,2170.24,5,1,0,16,0
18,652.34,5,3,1,8,0
66,1841.18,4,1,0,12,0
40,532.58,4,1,0,7,1
33,2409.6,3,0,0,7,0
69,987.68,4,1,0,12,0
43,2146.6,3,0,0,16,0
65,2748.25,4,2,1,11,1
70,706.83,3,1,1,10,0
6,1300.0,2,1,1,8,1
26,2011.93,4,0,0,11,0
53,1375.04,4,2,0,7,0
58,689.49,2,0,0,15,0
11,281.4,2,0,0,14,0
23,1338.47,2,1,0,13,0
39,2017.79,2,1,1,16,0
57,1807.16,0,0,1,8,1
9,637.48,3,0,0,14,0
43,1461.94,7,0,1,8,0
22,1234.52,5,1,0,10,1
16,967.77,4,1,0,11,0
37,2241.96,1,1,1,12,1
30,1067.03,6,0,1,9,0
46,1712.4,2,0,1,10,0
23,2785.03,3,0,1,9,0
59,1709.97,3,0,1,11,0
6,1927.66,3,1,1,8,0
62,405.09,3,1,1,12,0
3,698.78,5,1,1,6,0
53,482.66,1,1,1,14,0
25,2341.48,4,1,0,8,0
28,2540.58,4,0,1,14,0
2,722.07,1,1,0,13,1
50,813.96,3,0,0,21,0
12,1104.98,3,2,1,16,0
47,1855.02,7,0,0,16,0
52,1941.03,3,0,1,11,0
61,2122.91,4,0,0,10,0
51,2734.54,1,1,0,15,0
22,1026.11,4,3,0,14,0
53,2044.53,1,3,1,16,1
59,1767.22,4,2,0,13,0
23,1056.34,5,2,1,6,0
9,2740.76,4,1,0,7,0
64,467.35,6,2,0,11,0
11,2193.6,6,2,0,10,0
43,2238.05,2,1,1,13,0
17,2762.91,2,1,1,8,0
9,1652.03,8,2,0,11,0
56,1100.54,2,0,0,14,0
11,2517.67,6,0,0,13,0
48,2358.27,4,0,1,13,0
50,1600.88,0,0,0,10,0
5,2350.0,3,0,1,12,0
13,950.05,8,3,0,8,0
57,1850.62,2,2,0,14,0
37,2622.51,2,3,1,10,0
9,1090.36,3,2,1,14,0
71,1553.94,2,0,0,12,0
19,2862.93,4,1,1,13,0
1,2434.99,0,0,0,12,0
66,2683.71,10,0,1,8,0
2,1278.69,2,5,0,12,1
40,2990.21,4,1,1,13,0
71,627.18,5,0,1,15,0
42,1652.56,3,1,0,12,0
42,1541.97,5,1,0,12,0
28,2435.61,8,0,1,14,0
10,2744.13,0,1,0,12,0
41,2247.19,5,2,0,13,0
64,1955.09,2,1,1,6,0
7,1396.8,1,0,1,12,0
63,1628.91,3,1,1,11,0
30,1626.04,8,2,0,13,0
39,257.03,2,2,1,9,0
12,1608.53,3,1,0,12,0
45,2596.72,1,1,1,14,0
13,2185.97,3,0,0,6,0
20,2427.98,1,2,0,5,0
52,1293.36,4,1,1,13,0
4,1681.13,0,1,0,14,0
32,293.75,4,2,0,9,0
43,1272.39,1,1,0,14,0
10,1528.36,5,3,1,17,0
21,914.58,5,3,1,7,0
25,287.47,1,2,0,9,0
48,2133.14,1,1,1,5,0
70,1418.25,3,3,0,10,0
60,1363.9,4,1,1,11,0
14,899.96,7,0,0,15,0
2,1705.93,5,0,1,23,0
4,1426.47,4,1,1,13,0
43,1527.16,4,0,0,18,0
12,1826.44,2,0,0,11,1
17,217.71,7,0,1,12,0
61,2741.55,3,0,0,8,0
63,399.04,5,2,1,12,0
60,1462.59,3,1,1,9,0
19,780.64,3,0,1,9,0
44,1666.59,5,3,1,9,0
44,984.64,4,1,1,15,0
14,2608.02,6,0,0,19,0
40,1309.81,7,1,0,10,0
38,1988.52,2,1,1,14,0
29,896.86,3,2,0,10,0
54,254.34,2,1,0,10,0
